"X0","X72","X288","X145","X2","X218"
0.930710734,0.929314865,0.931306668,0.929684093,0.930277673,0.929789363
0.445334184,0.473555102,0.472766794,0.488092782,0.497699109,0.49223469
0.563817481,0.584477165,0.592310554,0.574901867,0.597983519,0.595459053
0.350599166,0.373454049,0.377119087,0.335465178,0.361328854,0.394128686
0.269736723,0.297387585,0.264727777,0.279460085,0.271535374,0.268347528
0.492494094,0.460227538,0.470683074,0.460710918,0.472800971,0.476444818
0.612340619,0.588301836,0.59329096,0.615311358,0.623101665,0.626210251
0.436841236,0.425614115,0.429370521,0.442743636,0.43079601,0.419479661
0.483480596,0.491764401,0.535311811,0.507996785,0.511109986,0.469069595
0.342547081,0.355523226,0.368615014,0.336120264,0.343291664,0.383795114
0.363065389,0.357894468,0.341321199,0.359574894,0.409398937,0.37223962
0.348406411,0.379052163,0.36840933,0.361839332,0.350444988,0.367441296
0.495519341,0.541350498,0.542271648,0.482275632,0.505552319,0.53321909
0.401682226,0.368286222,0.420072625,0.422110729,0.374353894,0.392582656
0.284403329,0.294125794,0.251446833,0.319645709,0.290464057,0.282767343
0.345809267,0.302026709,0.30981265,0.317670822,0.324166762,0.30528497
0.311791962,0.325050998,0.315046342,0.328350888,0.296566483,0.34489972
0.251005559,0.27195817,0.236071364,0.227471339,0.276094365,0.277718609
0.292573418,0.290495044,0.28874274,0.271850508,0.274947807,0.241181105
0.287229616,0.250575893,0.276665187,0.251415131,0.265349967,0.267387314
0.240133241,0.239106999,0.221453698,0.226054677,0.27034562,0.229368783
0.266489695,0.3125195,0.277176248,0.286656827,0.297215019,0.296681096
0.203415596,0.201995672,0.216089991,0.196962874,0.212084242,0.219126356
0.177885189,0.177022078,0.216071933,0.191332163,0.187711949,0.194217271
0.198591043,0.200525693,0.214864064,0.172986101,0.197010414,0.205604722
0.194567378,0.230267576,0.201548621,0.244561004,0.178215928,0.189086748
0.16174858,0.153002622,0.20061496,0.176313032,0.16290889,0.173868883
0.176273347,0.176095439,0.184925801,0.173169301,0.152955358,0.181555941
0.262799071,0.244833812,0.234208237,0.228355217,0.257916377,0.208358366
0.175061638,0.182861609,0.167613212,0.15121989,0.221208537,0.167912166
0.160264696,0.175928607,0.166375276,0.174167143,0.167285505,0.174331222
0.139044242,0.155620959,0.150100648,0.144316058,0.169278383,0.1642925
0.129606765,0.128778244,0.135922728,0.13434525,0.11529137,0.171124428
0.131504931,0.151148899,0.16690071,0.153287805,0.143766658,0.146281358
0.121628328,0.094779009,0.106339669,0.1270409,0.103588776,0.09456231
0.087676395,0.090323349,0.107475022,0.089666805,0.1193213,0.099269487
0.151409193,0.153802466,0.139128606,0.156992513,0.143908839,0.145839589
0.179847706,0.156868948,0.167665797,0.168743189,0.162004411,0.169313733
0.20112578,0.166545704,0.187467903,0.196038827,0.179693156,0.167181781
0.18696515,0.188287273,0.210393986,0.196429007,0.18120447,0.217726627
0.249806382,0.217996728,0.207350748,0.217762254,0.206077245,0.209849899
0.167661724,0.148671355,0.137100906,0.146914495,0.150571338,0.133954031
0.139668964,0.122431107,0.121927924,0.109340254,0.140558065,0.138559467
0.095290743,0.120502239,0.099286451,0.119793843,0.102790422,0.108996328
0.099047136,0.122488264,0.147010749,0.118037829,0.131230338,0.105504555
0.112598008,0.115297444,0.140043635,0.118385411,0.115125326,0.111777811
0.12206253,0.117087269,0.103745173,0.122637806,0.095797413,0.103180001
0.109724848,0.110995797,0.11557574,0.121095682,0.115917041,0.139271967
0.074571243,0.064513438,0.062239246,0.079361455,0.084942669,0.072414955
0.056062945,0.062087249,0.05723655,0.048237934,0.042020454,0.043123144
0.055993875,0.048249133,0.045161164,0.066071251,0.053263835,0.04675689
0.081335237,0.082749661,0.063532817,0.074185778,0.078757865,0.067357941
0.083187685,0.075017158,0.080643691,0.077430916,0.082107555,0.074916324
0.079325337,0.08579398,0.088408999,0.074362091,0.083296632,0.096105086
0.105023557,0.090254349,0.108759019,0.081770959,0.100758978,0.099206407
0.084984993,0.108797943,0.102407108,0.096663179,0.109906451,0.098536763
0.135991272,0.117260219,0.142535301,0.13700545,0.121333789,0.113367076
0.196975725,0.165198921,0.171303299,0.199419258,0.159974388,0.190592403
0.132020005,0.140610535,0.133745409,0.118758993,0.14030888,0.137621416
0.122220883,0.139380695,0.133333992,0.154201387,0.164507763,0.166509144
0.049927488,0.033772594,0.053826328,0.033926024,0.034876989,0.026918813
0.103774112,0.095254574,0.107013938,0.109973171,0.108503333,0.104073676
0.104295479,0.090410701,0.102078577,0.132457972,0.110444592,0.120581982
0.095234414,0.089985351,0.089610636,0.094303156,0.092958802,0.086035706
0.106228365,0.107610324,0.107494757,0.113111346,0.110864973,0.113804135
0.083837876,0.084961155,0.078069504,0.080751947,0.081786075,0.081468585
0.120437084,0.116806157,0.122327582,0.117092608,0.115558339,0.107609734
0.130856618,0.109090412,0.105555499,0.102742828,0.109927487,0.120274676
0.078979459,0.09382162,0.098152408,0.105067365,0.109159473,0.081086332
0.071669274,0.071246251,0.085079987,0.078272473,0.082243553,0.083591373
0.11074676,0.103190309,0.08345047,0.08274843,0.076197304,0.094530837
0.097047516,0.114848927,0.119121395,0.107460186,0.129816122,0.11863879
0.045691192,0.050466481,0.042777829,0.036757779,0.044171616,0.037484437
0.087015756,0.073765246,0.092751341,0.107285447,0.087063152,0.075202898
0.474460759,0.46061117,0.495101183,0.469214718,0.471308321,0.50216032
0.928578601,0.92985647,0.929565792,0.929528767,0.931085166,0.930505197
0.75519512,0.758211272,0.76069346,0.755947119,0.756618174,0.763489152
0.484452918,0.491764008,0.483470044,0.441870922,0.475086204,0.465022604
0.367888571,0.344947955,0.364868809,0.332242763,0.337370319,0.35048282
0.621190396,0.617699335,0.588645971,0.614960171,0.603867989,0.589491323
0.392198614,0.366434809,0.35692823,0.403425176,0.390165937,0.407814172
0.548744266,0.5598951,0.556048365,0.537657129,0.566719641,0.580057736
0.302054096,0.296706986,0.275470045,0.32719735,0.292895438,0.294843315
0.464628487,0.481812589,0.444975606,0.445380768,0.444988537,0.454627886
0.467614324,0.505247596,0.488381222,0.500107287,0.500061876,0.498905809
0.253376056,0.242066974,0.237219824,0.250973334,0.25420019,0.22289978
0.366012768,0.325361271,0.343746005,0.363429623,0.358569676,0.350957235
0.31878715,0.298204323,0.332374989,0.305778596,0.306012237,0.355023695
0.181688414,0.211570672,0.201500966,0.204791718,0.218904025,0.191186177
0.400105783,0.413425548,0.41347687,0.402015444,0.414748543,0.39450508
0.381161029,0.420528816,0.38542708,0.401423942,0.42520294,0.413293568
0.318740232,0.358690077,0.338742328,0.359855027,0.354863143,0.336255864
0.378063686,0.361212286,0.334447373,0.337866946,0.337505605,0.343315009
0.319860557,0.35009003,0.306357141,0.344295072,0.314153719,0.328781174
0.322639273,0.311968265,0.283462887,0.334192279,0.307159888,0.301496764
0.358133643,0.358993975,0.400276579,0.405897457,0.373147345,0.34876157
0.244700685,0.259512551,0.282056064,0.269088161,0.234699697,0.276749057
0.275602796,0.252625129,0.246621803,0.233334019,0.258638806,0.253697902
0.249406149,0.276627803,0.244662244,0.248393082,0.230237045,0.222026465
0.234435132,0.23353656,0.257767696,0.257778869,0.259617062,0.244030894
0.215814271,0.243321579,0.238447275,0.173365017,0.196430552,0.190577308
0.243563002,0.226190327,0.20854055,0.223060175,0.231424293,0.246180607
0.307167008,0.324764392,0.278560345,0.328829542,0.314755145,0.308632518
0.232807962,0.206109878,0.241293114,0.228363003,0.225879453,0.239139636
0.229171332,0.232771504,0.216401721,0.230288499,0.189782748,0.214803105
0.22279812,0.215641267,0.186904299,0.202025598,0.189371299,0.180044455
0.172451867,0.157952697,0.155246837,0.191046335,0.177081191,0.174355684
0.246559167,0.183357061,0.179282498,0.198711611,0.167166141,0.175300782
0.139638164,0.147708036,0.141771433,0.146702211,0.163262346,0.12961569
0.10264455,0.091049505,0.120288559,0.130198372,0.125594184,0.127484658
0.181882012,0.165436633,0.191171098,0.198680555,0.191059923,0.167318533
0.21534091,0.191902267,0.213341957,0.201908996,0.186830541,0.198128058
0.219741532,0.20533203,0.209825474,0.212176963,0.214602233,0.224671978
0.218454426,0.229946147,0.246102553,0.233951315,0.233420046,0.238451402
0.249970216,0.268342519,0.269329862,0.254243758,0.28064677,0.274505019
0.187172027,0.191290836,0.174608165,0.173814408,0.182465007,0.202493741
0.163975878,0.163799597,0.171820853,0.1743257,0.14748069,0.180629291
0.134240406,0.142737014,0.123731377,0.108767512,0.134668178,0.132157485
0.159631108,0.146013701,0.150789567,0.131576891,0.168505423,0.1896709
0.14683416,0.142784774,0.128025684,0.152080313,0.147005639,0.125579745
0.127548866,0.157427142,0.130610817,0.120598127,0.131857375,0.113581987
0.139855913,0.135039895,0.161452057,0.144518378,0.142105471,0.146162202
0.087993743,0.065327139,0.106890411,0.098013891,0.084749574,0.103926527
0.060469411,0.058002527,0.069953625,0.075508842,0.068279559,0.049067326
0.061903213,0.058433463,0.058842304,0.064849282,0.04611196,0.049765791
0.090011275,0.079191334,0.081803706,0.09456547,0.087347089,0.087523402
0.091345085,0.102536843,0.084399574,0.118247575,0.092209508,0.088219578
0.100864332,0.134360768,0.078784206,0.099962133,0.100123152,0.124377924
0.111152384,0.116317805,0.115083891,0.128654647,0.122068031,0.125504238
0.1314992,0.133771789,0.120491772,0.145779513,0.13867738,0.111064072
0.173319255,0.183133952,0.176054997,0.183254107,0.153477281,0.20002892
0.226012238,0.234597728,0.233105198,0.216447328,0.25739558,0.244321581
0.162977143,0.175379298,0.173828252,0.154479665,0.206132708,0.194539534
0.166018461,0.192613508,0.185297898,0.186449885,0.185408762,0.182285685
0.056297554,0.072295463,0.043400558,0.051367606,0.046999024,0.054148669
0.151995217,0.137772677,0.135303767,0.121238882,0.113615014,0.121800349
0.120417796,0.14132805,0.146347103,0.15748417,0.142061855,0.143174589
0.124363423,0.125044574,0.125720369,0.126967269,0.140225084,0.124082139
0.128524778,0.139041173,0.165849845,0.116230497,0.13491089,0.12978828
0.13011776,0.119221085,0.108473144,0.122022602,0.122763365,0.122832191
0.138201046,0.13331327,0.142920376,0.185352128,0.172368475,0.144743009
0.129651163,0.148028781,0.125379977,0.133816308,0.112188412,0.154531942
0.140607492,0.118964769,0.122424256,0.11912889,0.120084555,0.139758768
0.119779876,0.109982684,0.115466605,0.11630208,0.115588881,0.1102329
0.113021275,0.110659557,0.12695094,0.133640645,0.141641949,0.126362573
0.154546837,0.144545443,0.143429287,0.171291627,0.154373687,0.18609715
0.052930281,0.058793248,0.042331805,0.052372141,0.057163332,0.040503272
0.11207076,0.128214636,0.115368623,0.09787654,0.109273723,0.136595628
0.583011397,0.581739349,0.569468325,0.587958371,0.578006081,0.603095737
0.753554111,0.74967576,0.770031863,0.756007504,0.769018079,0.760094559
0.928909372,0.930233486,0.931280922,0.928662374,0.930849078,0.930763115
0.584751608,0.596112225,0.6145025,0.598266461,0.58351759,0.587333773
0.438051827,0.422045434,0.431748353,0.43163329,0.42346601,0.425293428
0.749305417,0.749667109,0.756180815,0.761453036,0.769753222,0.768756105
0.507661537,0.491292771,0.476662575,0.455543563,0.46812001,0.485509484
0.701610265,0.699380684,0.695962344,0.690862758,0.693418342,0.69986561
0.382214898,0.374882396,0.423637184,0.390296208,0.414811314,0.395570339
