"X0","X24","X0.1","X72","X144","X216","X288","X1","X73","X145","X217","X289","X2","X74","X146","X218","X290","X0.2"
0.930710734,0.929713558,0.930710734,0.929314865,0.930675243,0.928929249,0.931306668,0.93010884,0.930255543,0.929684093,0.928656842,0.929306987,0.930277673,0.931238355,0.930055507,0.929789363,0.930194058,0.930710734
0.445334184,0.470064651,0.445334184,0.473555102,0.462239771,0.461776012,0.472766794,0.471798859,0.448015457,0.488092782,0.472432769,0.4868874,0.497699109,0.533046358,0.47393074,0.49223469,0.457176118,0.445334184
0.563817481,0.589403308,0.563817481,0.584477165,0.594278689,0.584489975,0.592310554,0.582470526,0.557701403,0.574901867,0.582047778,0.604361363,0.597983519,0.578607077,0.620194093,0.595459053,0.574616178,0.563817481
0.350599166,0.382955919,0.350599166,0.373454049,0.366062463,0.347670118,0.377119087,0.361060292,0.360804462,0.335465178,0.382006157,0.358348207,0.361328854,0.350882941,0.38023916,0.394128686,0.353557876,0.350599166
0.269736723,0.276797196,0.269736723,0.297387585,0.270934645,0.274539987,0.264727777,0.288740234,0.239293235,0.279460085,0.283086277,0.268905178,0.271535374,0.258529798,0.287888346,0.268347528,0.25515159,0.269736723
0.492494094,0.489489966,0.492494094,0.460227538,0.469989364,0.477542316,0.470683074,0.458897092,0.498313318,0.460710918,0.45907058,0.462900586,0.472800971,0.487701695,0.448536287,0.476444818,0.467766702,0.492494094
0.612340619,0.612747724,0.612340619,0.588301836,0.606551841,0.6097478,0.59329096,0.613181769,0.608111,0.615311358,0.604851547,0.598126441,0.623101665,0.61994587,0.621503278,0.626210251,0.601721504,0.612340619
0.436841236,0.436524563,0.436841236,0.425614115,0.462422545,0.45088524,0.429370521,0.451023117,0.410197683,0.442743636,0.474321649,0.453300357,0.43079601,0.423275297,0.427518319,0.419479661,0.431659366,0.436841236
0.483480596,0.47106207,0.483480596,0.491764401,0.512304583,0.487064131,0.535311811,0.501338312,0.501780847,0.507996785,0.479939041,0.486297125,0.511109986,0.501700424,0.472881572,0.469069595,0.524428356,0.483480596
0.342547081,0.349189713,0.342547081,0.355523226,0.335870231,0.363872609,0.368615014,0.366441883,0.374660578,0.336120264,0.375856144,0.349984562,0.343291664,0.373193023,0.34800549,0.383795114,0.345814291,0.342547081
0.363065389,0.328160698,0.363065389,0.357894468,0.36680209,0.368387144,0.341321199,0.372116236,0.363044179,0.359574894,0.371516255,0.432132864,0.409398937,0.36743534,0.381520692,0.37223962,0.376391669,0.363065389
0.348406411,0.396017085,0.348406411,0.379052163,0.375065508,0.350215171,0.36840933,0.359968239,0.415253518,0.361839332,0.397566904,0.385310629,0.350444988,0.398045503,0.36900837,0.367441296,0.394113346,0.348406411
0.495519341,0.488561139,0.495519341,0.541350498,0.489059827,0.52220945,0.542271648,0.506827734,0.487385631,0.482275632,0.518531546,0.482108376,0.505552319,0.507511861,0.519586236,0.53321909,0.533969713,0.495519341
0.401682226,0.388557968,0.401682226,0.368286222,0.397273891,0.393358779,0.420072625,0.398309203,0.403816687,0.422110729,0.385218279,0.398722549,0.374353894,0.393876483,0.412325394,0.392582656,0.390394651,0.401682226
0.284403329,0.310372138,0.284403329,0.294125794,0.266540486,0.28726468,0.251446833,0.29386724,0.271352737,0.319645709,0.294304697,0.313743613,0.290464057,0.316143618,0.298412519,0.282767343,0.299326333,0.284403329
0.345809267,0.311144933,0.345809267,0.302026709,0.315332157,0.286612589,0.30981265,0.297320791,0.300492549,0.317670822,0.295866934,0.296310585,0.324166762,0.299428255,0.283207431,0.30528497,0.313995172,0.345809267
0.311791962,0.320104702,0.311791962,0.325050998,0.332223521,0.378499729,0.315046342,0.367133791,0.347829673,0.328350888,0.324793874,0.315941348,0.296566483,0.327164153,0.335258581,0.34489972,0.316408046,0.311791962
0.251005559,0.227958126,0.251005559,0.27195817,0.252069064,0.247821578,0.236071364,0.278641798,0.270202037,0.227471339,0.256244651,0.270462558,0.276094365,0.242971323,0.286884811,0.277718609,0.227453522,0.251005559
0.292573418,0.276623319,0.292573418,0.290495044,0.244217575,0.266936163,0.28874274,0.274143449,0.288998853,0.271850508,0.280522699,0.271474396,0.274947807,0.251976429,0.322165273,0.241181105,0.262942788,0.292573418
0.287229616,0.257556893,0.287229616,0.250575893,0.276470762,0.254449617,0.276665187,0.231525253,0.272104777,0.251415131,0.272066323,0.278720195,0.265349967,0.258763215,0.240165355,0.267387314,0.276463851,0.287229616
0.240133241,0.229224453,0.240133241,0.239106999,0.249009979,0.257512424,0.221453698,0.238387938,0.245316748,0.226054677,0.225951085,0.23394011,0.27034562,0.223306241,0.239112713,0.229368783,0.232633268,0.240133241
0.266489695,0.290970856,0.266489695,0.3125195,0.300866489,0.295816444,0.277176248,0.313233922,0.278966066,0.286656827,0.32229908,0.309374518,0.297215019,0.255876914,0.301060008,0.296681096,0.273489552,0.266489695
0.203415596,0.220416504,0.203415596,0.201995672,0.214908959,0.23661018,0.216089991,0.202170547,0.196194886,0.196962874,0.201876973,0.232077136,0.212084242,0.211225299,0.194728743,0.219126356,0.265777454,0.203415596
0.177885189,0.188207532,0.177885189,0.177022078,0.208929288,0.210853717,0.216071933,0.186080974,0.205994519,0.191332163,0.208278766,0.193185255,0.187711949,0.18616925,0.174380028,0.194217271,0.189963423,0.177885189
0.198591043,0.197196905,0.198591043,0.200525693,0.210538398,0.178610539,0.214864064,0.164815067,0.21273188,0.172986101,0.203904312,0.177330941,0.197010414,0.199274522,0.185134253,0.205604722,0.225272496,0.198591043
0.194567378,0.186624372,0.194567378,0.230267576,0.178649842,0.20831316,0.201548621,0.181516772,0.178086017,0.244561004,0.168397479,0.175355919,0.178215928,0.195242655,0.204963933,0.189086748,0.192383004,0.194567378
0.16174858,0.157887808,0.16174858,0.153002622,0.170863731,0.163122531,0.20061496,0.151619678,0.152035515,0.176313032,0.178227468,0.168515181,0.16290889,0.177626,0.164201985,0.173868883,0.154701169,0.16174858
0.176273347,0.181040338,0.176273347,0.176095439,0.172058788,0.169266457,0.184925801,0.167189305,0.187584638,0.173169301,0.18387868,0.189823834,0.152955358,0.168909953,0.190624435,0.181555941,0.175512096,0.176273347
0.262799071,0.2307302,0.262799071,0.244833812,0.230416528,0.229977165,0.234208237,0.25955084,0.225318465,0.228355217,0.235563683,0.277014994,0.257916377,0.242098997,0.224604374,0.208358366,0.239635562,0.262799071
0.175061638,0.1945562,0.175061638,0.182861609,0.175665243,0.186317618,0.167613212,0.168614482,0.172275462,0.15121989,0.171707084,0.183164054,0.221208537,0.16270922,0.183397684,0.167912166,0.189089939,0.175061638
0.160264696,0.158359832,0.160264696,0.175928607,0.168470791,0.189885636,0.166375276,0.149395683,0.150817413,0.174167143,0.169883754,0.187920718,0.167285505,0.14394142,0.147630077,0.174331222,0.175707953,0.160264696
0.139044242,0.121176101,0.139044242,0.155620959,0.167272886,0.1760454,0.150100648,0.150857489,0.147779187,0.144316058,0.13679093,0.154617712,0.169278383,0.145922028,0.138248374,0.1642925,0.16489573,0.139044242
0.129606765,0.153995279,0.129606765,0.128778244,0.138595859,0.152100029,0.135922728,0.140859874,0.168044807,0.13434525,0.12871085,0.123236482,0.11529137,0.140452517,0.144828129,0.171124428,0.1227219,0.129606765
0.131504931,0.137483326,0.131504931,0.151148899,0.139203378,0.178205041,0.16690071,0.137052584,0.137079472,0.153287805,0.141908964,0.141693543,0.143766658,0.13270448,0.162074687,0.146281358,0.153304657,0.131504931
0.121628328,0.123211205,0.121628328,0.094779009,0.113456762,0.108127003,0.106339669,0.108320008,0.099990354,0.1270409,0.121551182,0.122259546,0.103588776,0.109449565,0.105531394,0.09456231,0.132611671,0.121628328
0.087676395,0.088269315,0.087676395,0.090323349,0.094973961,0.104987115,0.107475022,0.111544508,0.098067455,0.089666805,0.088929638,0.116280707,0.1193213,0.091288557,0.069080615,0.099269487,0.101032585,0.087676395
0.151409193,0.15508352,0.151409193,0.153802466,0.146911627,0.128738302,0.139128606,0.136679348,0.139049198,0.156992513,0.142596656,0.147819562,0.143908839,0.152451982,0.153653479,0.145839589,0.141669707,0.151409193
0.179847706,0.156317312,0.179847706,0.156868948,0.16578386,0.180328858,0.167665797,0.177314285,0.156475403,0.168743189,0.165787203,0.155730586,0.162004411,0.174858419,0.176851643,0.169313733,0.178290112,0.179847706
0.20112578,0.184087069,0.20112578,0.166545704,0.192797853,0.19257863,0.187467903,0.205597706,0.162004764,0.196038827,0.17846157,0.227407365,0.179693156,0.173705938,0.173610042,0.167181781,0.196814221,0.20112578
0.18696515,0.205231643,0.18696515,0.188287273,0.167186155,0.181358219,0.210393986,0.211051721,0.184694228,0.196429007,0.190110751,0.20594333,0.18120447,0.208784493,0.19854558,0.217726627,0.194577452,0.18696515
0.249806382,0.21897108,0.249806382,0.217996728,0.209193739,0.206694153,0.207350748,0.219425672,0.193795179,0.217762254,0.210852604,0.216485141,0.206077245,0.183873212,0.211668895,0.209849899,0.197582487,0.249806382
0.167661724,0.14769574,0.167661724,0.148671355,0.142263715,0.130474281,0.137100906,0.143944937,0.150879248,0.146914495,0.13632009,0.123066401,0.150571338,0.133689843,0.118997718,0.133954031,0.144287443,0.167661724
0.139668964,0.102018725,0.139668964,0.122431107,0.115810509,0.119154256,0.121927924,0.143010099,0.1163331,0.109340254,0.133837903,0.148719559,0.140558065,0.125784603,0.132609011,0.138559467,0.121832771,0.139668964
0.095290743,0.113581863,0.095290743,0.120502239,0.104476434,0.104610866,0.099286451,0.098537546,0.112730361,0.119793843,0.098801231,0.108410487,0.102790422,0.103484635,0.111308118,0.108996328,0.122423892,0.095290743
0.099047136,0.084052978,0.099047136,0.122488264,0.12689454,0.142680587,0.147010749,0.096230087,0.129359617,0.118037829,0.126610587,0.124060509,0.131230338,0.141340558,0.134518634,0.105504555,0.149406126,0.099047136
0.112598008,0.116209347,0.112598008,0.115297444,0.103821414,0.102103693,0.140043635,0.119878212,0.147518506,0.118385411,0.132256417,0.136822391,0.115125326,0.125032876,0.107555469,0.111777811,0.1078205,0.112598008
0.12206253,0.126011375,0.12206253,0.117087269,0.108908434,0.092212761,0.103745173,0.111791769,0.097011575,0.122637806,0.110260313,0.097579773,0.095797413,0.10758962,0.090289961,0.103180001,0.100041773,0.12206253
0.109724848,0.104912538,0.109724848,0.110995797,0.108162201,0.132763564,0.11557574,0.123966839,0.109755741,0.121095682,0.108671774,0.110845656,0.115917041,0.102774658,0.097923315,0.139271967,0.108106696,0.109724848
0.074571243,0.05909197,0.074571243,0.064513438,0.067000419,0.070214547,0.062239246,0.064928043,0.076518697,0.079361455,0.082110322,0.068628023,0.084942669,0.091822674,0.085744256,0.072414955,0.066450313,0.074571243
0.056062945,0.049658353,0.056062945,0.062087249,0.044236193,0.054535732,0.05723655,0.047894,0.049445648,0.048237934,0.049072324,0.046567492,0.042020454,0.049871366,0.048610962,0.043123144,0.053161974,0.056062945
0.055993875,0.054828887,0.055993875,0.048249133,0.061070509,0.049588684,0.045161164,0.04634571,0.038806679,0.066071251,0.043152425,0.043113104,0.053263835,0.050521598,0.048653676,0.04675689,0.051993203,0.055993875
0.081335237,0.076078047,0.081335237,0.082749661,0.061944466,0.051019903,0.063532817,0.063429165,0.078139298,0.074185778,0.061355953,0.075239283,0.078757865,0.074840452,0.080497947,0.067357941,0.070896788,0.081335237
0.083187685,0.075324172,0.083187685,0.075017158,0.08007939,0.071329133,0.080643691,0.07291287,0.082599704,0.077430916,0.074492346,0.074282784,0.082107555,0.065936586,0.080288641,0.074916324,0.071962039,0.083187685
0.079325337,0.087287661,0.079325337,0.08579398,0.085348216,0.080479945,0.088408999,0.086027533,0.065697452,0.074362091,0.059949946,0.104650833,0.083296632,0.092164027,0.09793421,0.096105086,0.084437388,0.079325337
0.105023557,0.088876465,0.105023557,0.090254349,0.115456421,0.092324842,0.108759019,0.084111253,0.093854558,0.081770959,0.098155859,0.088901566,0.100758978,0.085980093,0.079724114,0.099206407,0.080611344,0.105023557
0.084984993,0.107036406,0.084984993,0.108797943,0.107774447,0.08902517,0.102407108,0.097486993,0.096897708,0.096663179,0.091279242,0.112084221,0.109906451,0.10551908,0.107022813,0.098536763,0.1119807,0.084984993
0.135991272,0.139933752,0.135991272,0.117260219,0.143013171,0.138901727,0.142535301,0.135030921,0.111309928,0.13700545,0.123048678,0.140636698,0.121333789,0.138411411,0.14101671,0.113367076,0.133727298,0.135991272
0.196975725,0.196209366,0.196975725,0.165198921,0.174616358,0.201607302,0.171303299,0.171664171,0.167160914,0.199419258,0.190853337,0.18520221,0.159974388,0.166850991,0.190628295,0.190592403,0.172820014,0.196975725
0.132020005,0.134766712,0.132020005,0.140610535,0.115890005,0.141604397,0.133745409,0.135665707,0.135644418,0.118758993,0.137051792,0.111038556,0.14030888,0.136277533,0.136055668,0.137621416,0.121911873,0.132020005
0.122220883,0.157648506,0.122220883,0.139380695,0.155791918,0.13816093,0.133333992,0.13657624,0.14440399,0.154201387,0.130352042,0.143774522,0.164507763,0.129369881,0.165392149,0.166509144,0.167218036,0.122220883
0.049927488,0.038540507,0.049927488,0.033772594,0.032567094,0.043470197,0.053826328,0.051137956,0.046714842,0.033926024,0.047366631,0.042445046,0.034876989,0.041540408,0.043187871,0.026918813,0.04730435,0.049927488
0.103774112,0.093891253,0.103774112,0.095254574,0.101787286,0.097380569,0.107013938,0.108763185,0.101651121,0.109973171,0.101865448,0.093735877,0.108503333,0.112756443,0.096219939,0.104073676,0.107372555,0.103774112
0.104295479,0.114352461,0.104295479,0.090410701,0.093907318,0.104778482,0.102078577,0.116633755,0.116908829,0.132457972,0.102744447,0.099785362,0.110444592,0.108870112,0.103272015,0.120581982,0.118715482,0.104295479
0.095234414,0.107515074,0.095234414,0.089985351,0.090619492,0.084122291,0.089610636,0.11119497,0.10012947,0.094303156,0.087876278,0.102342417,0.092958802,0.094723389,0.098378212,0.086035706,0.072541336,0.095234414
0.106228365,0.109435626,0.106228365,0.107610324,0.102688165,0.085032932,0.107494757,0.115629377,0.118181773,0.113111346,0.09896878,0.132166071,0.110864973,0.13077163,0.115082393,0.113804135,0.102885177,0.106228365
0.083837876,0.085930534,0.083837876,0.084961155,0.095411174,0.08495323,0.078069504,0.0803316,0.086789852,0.080751947,0.092553156,0.098228676,0.081786075,0.100336226,0.076200825,0.081468585,0.086694792,0.083837876
0.120437084,0.113582303,0.120437084,0.116806157,0.124044302,0.12832025,0.122327582,0.104315937,0.12365548,0.117092608,0.089049144,0.127314625,0.115558339,0.118009749,0.13147802,0.107609734,0.085571078,0.120437084
0.130856618,0.092630619,0.130856618,0.109090412,0.085142727,0.135469452,0.105555499,0.124173831,0.125505193,0.102742828,0.105831824,0.11894037,0.109927487,0.087287125,0.124528991,0.120274676,0.113608712,0.130856618
0.078979459,0.084877613,0.078979459,0.09382162,0.08817556,0.111717638,0.098152408,0.094489661,0.094539988,0.105067365,0.103496647,0.107430518,0.109159473,0.102027634,0.097284769,0.081086332,0.118695704,0.078979459
0.071669274,0.087818264,0.071669274,0.071246251,0.072157261,0.078774397,0.085079987,0.095400212,0.116453158,0.078272473,0.099172031,0.087221177,0.082243553,0.084676304,0.074204546,0.083591373,0.089480458,0.071669274
0.11074676,0.087688269,0.11074676,0.103190309,0.074229055,0.100724622,0.08345047,0.08963428,0.079647071,0.08274843,0.101995663,0.080804557,0.076197304,0.101880402,0.115715986,0.094530837,0.099853914,0.11074676
0.097047516,0.130756367,0.097047516,0.114848927,0.108493061,0.131433775,0.119121395,0.131875359,0.131803165,0.107460186,0.120520457,0.095475366,0.129816122,0.109009855,0.103597442,0.11863879,0.121548372,0.097047516
0.045691192,0.038980763,0.045691192,0.050466481,0.044655114,0.050785045,0.042777829,0.054843277,0.045154181,0.036757779,0.042211469,0.043726294,0.044171616,0.043097973,0.057595095,0.037484437,0.043802139,0.045691192
0.087015756,0.089174127,0.087015756,0.073765246,0.106578866,0.097193533,0.092751341,0.084884942,0.103644862,0.107285447,0.093940013,0.07703139,0.087063152,0.093508211,0.086874949,0.075202898,0.103572022,0.087015756
0.474460759,0.48133341,0.474460759,0.46061117,0.468879528,0.473674946,0.495101183,0.498882286,0.457651296,0.469214718,0.481296231,0.47306113,0.471308321,0.480607641,0.472043659,0.50216032,0.467863834,0.474460759
0.928578601,0.930963921,0.928578601,0.92985647,0.930594327,0.930803196,0.929565792,0.930502718,0.929159684,0.929528767,0.931275721,0.931661461,0.931085166,0.929469984,0.930076487,0.930505197,0.930179255,0.928578601
0.75519512,0.751526726,0.75519512,0.758211272,0.765252454,0.764300789,0.76069346,0.764623103,0.760588051,0.755947119,0.751840037,0.765546033,0.756618174,0.761541926,0.757989947,0.763489152,0.761338629,0.75519512
0.484452918,0.483096666,0.484452918,0.491764008,0.458356619,0.457940304,0.483470044,0.450290875,0.470365245,0.441870922,0.48630624,0.468732928,0.475086204,0.458156485,0.476296475,0.465022604,0.463880292,0.484452918
0.367888571,0.343650455,0.367888571,0.344947955,0.363874764,0.357218084,0.364868809,0.358273858,0.332731382,0.332242763,0.318743506,0.376356232,0.337370319,0.347068436,0.333839775,0.35048282,0.329613136,0.367888571
0.621190396,0.609220597,0.621190396,0.617699335,0.593242758,0.591313407,0.588645971,0.611864718,0.611109158,0.614960171,0.61575952,0.627279743,0.603867989,0.619510988,0.62535327,0.589491323,0.61129271,0.621190396
0.392198614,0.394758083,0.392198614,0.366434809,0.387933494,0.387538573,0.35692823,0.398080181,0.416922306,0.403425176,0.3911983,0.387136852,0.390165937,0.383194378,0.393425489,0.407814172,0.377091682,0.392198614
0.548744266,0.555902586,0.548744266,0.5598951,0.57027536,0.572362738,0.556048365,0.573017747,0.550593387,0.537657129,0.571197838,0.574225703,0.566719641,0.549484406,0.565636694,0.580057736,0.548745469,0.548744266
0.302054096,0.324457693,0.302054096,0.296706986,0.296261377,0.323409448,0.275470045,0.3421534,0.285912051,0.32719735,0.336735078,0.323998238,0.292895438,0.331704913,0.342457674,0.294843315,0.295959716,0.302054096
0.464628487,0.469691114,0.464628487,0.481812589,0.45531076,0.444352696,0.444975606,0.465155252,0.475150829,0.445380768,0.460929343,0.474664177,0.444988537,0.464494412,0.466432398,0.454627886,0.466631797,0.464628487
0.467614324,0.471005044,0.467614324,0.505247596,0.496003663,0.470860484,0.488381222,0.487064915,0.461411578,0.500107287,0.464514178,0.483786864,0.500061876,0.514740415,0.468579787,0.498905809,0.460755879,0.467614324
0.253376056,0.259479338,0.253376056,0.242066974,0.266531215,0.252779508,0.237219824,0.219337703,0.22670714,0.250973334,0.248596848,0.250308764,0.25420019,0.263085211,0.224589051,0.22289978,0.218343792,0.253376056
0.366012768,0.358707175,0.366012768,0.325361271,0.367704079,0.374197726,0.343746005,0.378208621,0.361362273,0.363429623,0.343953419,0.35447838,0.358569676,0.345282604,0.362037172,0.350957235,0.390653458,0.366012768
