"X0","X72","X288","X145","X2","X218"
21.5010290796338,32.8169594594765,26.4550175802741,29.4186916481863,19.6287826914268,25.5727149426841
16.4167499897328,28.6024039878647,30.6095361364594,20.8703966514935,17.0564237038466,18.8877432929291
24.462512796514,29.4689829444084,29.9578448425651,21.5125580520837,24.6017919898022,18.7731220324623
13.2134214135616,12.3327569809876,13.6211608345977,10.7701186300465,11.5331822275949,10.2975740311798
11.53373209423,13.8819201345498,15.8274575444485,13.0813732232616,11.7739625905511,10.7743452687823
36.2841341368729,47.2877736459964,49.9938008185797,36.9043564500733,38.7921809179611,38.27225390703
44.5758681469451,56.7311152529987,58.2297142767709,51.8907069150265,46.0449999338992,48.9849753962024
12.1853904291451,14.9565670511895,14.3391530665497,13.1426856482209,12.1499292038427,11.0075835141035
10.3233769110978,14.379548887448,11.7026593974998,10.7903286761115,12.1138414167832,9.20067466699219
9.20989305702129,10.9132728649194,8.73955042821729,6.11435843338961,8.18766006093737,8.24829690753143
10.394363420261,18.9320454053168,16.3682692359233,13.9352428011442,9.68853541644149,14.0749554460376
12.7496724704527,20.0164477572044,19.3486063901087,14.7337893992298,10.5277474231965,14.1851433201101
24.3844815408296,28.1530475412292,31.3038665796485,21.1549035721826,22.5227429358928,20.1361335512616
11.3811116753293,13.8301701285364,14.1158024821348,10.4073821215239,10.9918364334675,10.3903705897763
14.3709178347447,17.8775524818658,19.653069990189,12.6661289529995,13.0200898832791,13.6071386044666
14.1955110084153,18.1829839084223,18.7602539987689,15.0930943843208,12.2438089858759,15.5793049611332
17.7585095585617,27.813805188467,30.9343120466058,26.4866776979008,20.2645278142305,23.495659727442
18.9872752788768,22.7271882389201,34.002286041731,27.3314328306693,19.5767506546653,21.8167909908009
17.2729419248826,32.1141225613646,24.7540849131076,25.1477259257506,19.235464685476,20.0925545263651
19.1574211739916,27.0242019168444,30.3123368524016,23.6348298716939,20.9311514060993,18.6253366331734
18.4901994301731,25.9735790978633,22.5448894054109,14.6169565055381,21.0082643314047,15.8640367150019
17.6483607913532,29.2623305220645,30.7159319681895,22.0456943718812,19.0300220494444,23.3478405403592
77.0420324747074,125.762548907291,101.279868065037,68.2783086300624,79.5317729446562,70.5021672967613
82.2377477282836,105.684973827325,112.465799905483,69.6105083335562,102.891624734826,70.1533290550836
9.63548907250496,16.372375995775,14.5847020152946,11.1625086649841,12.388620097686,11.9222243388723
12.7934624188535,16.0414681341526,14.8587016874035,10.8510306153998,12.3495226125905,8.64171941889578
10.6948841774313,16.8159640215456,13.5560783779915,11.4438037082471,14.180110990722,10.1790555670117
24.7634639888147,34.9613163463434,38.4319258158218,31.4302772539416,27.4413579045031,35.3783305523826
34.5347015948444,54.675954777599,66.4456393902785,52.3017079803893,44.3179350278252,44.7691875557667
25.6147246333246,49.1371391558861,40.4593949425035,40.7436969271657,30.4536045531287,36.1168185720591
44.6096153056703,71.9770806987083,63.4432388997774,48.2072714602247,41.5704956178607,55.4022530523974
12.1598090412628,18.116544594816,19.2862730005702,15.5946316816572,12.2811895046393,14.5190801373234
