"X0","X72","X288","X145","X2","X218"
12.8257033604621,15.5145339624024,16.7012332251726,16.1415317513835,12.4296659912673,16.6714712962304
8.46405795031095,12.7997940315579,10.5865429528163,11.4292656311025,8.80825255787067,10.7261424788031
14.0514108144169,21.5686707003095,17.955931213413,14.9292140187146,14.8387128133268,14.0187123358283
6.58844431097155,8.75334469726293,6.71209877776165,6.45722563431463,5.37795685975781,4.59527753312859
3.53990172616253,5.7443056891386,4.60818231561124,3.33527449492846,4.22132224314178,3.84636725365283
20.7355783122123,27.7610446584566,28.9761652773349,21.2095759759618,23.0896950845292,19.1832015056901
19.095954385063,24.4438245423209,33.0967628029542,28.3754612676888,21.5691260794996,24.6172111187241
4.25819509820788,5.52159183262277,5.38022849031102,3.23043262730172,4.08836337602792,3.81544468019182
3.61025142559806,4.96916584590694,4.75689593813512,3.49044448886827,3.14388199768206,4.15962744385787
5.86943397627651,6.5676729892757,6.51482293387777,5.11707150776217,5.16338068940732,5.36977004301105
8.48609847096277,9.78324500564566,12.1708412354952,10.4453440039251,7.72489329963763,8.90833035719777
8.04616092271741,10.5640027502809,10.8109127307011,9.01886400900029,7.61740220500931,8.52756175978232
17.9779953153187,18.6087782526405,16.2320472878187,16.3080445679157,18.2825354352445,13.8781195416586
2.01458158008149,2.43203652484504,2.64281391468938,1.81672816449273,1.8621293374427,1.91417001534359
3.55363033961729,7.0707201887852,7.55737656421718,5.82474273605183,3.24007904427832,5.20974110756361
4.17115993056229,7.15545502743649,5.58059253976972,5.26901667826038,4.33761483945085,4.83637805917962
7.92790989181446,12.8154687954133,13.1806139493465,10.9240303989125,8.54240531858625,9.01047048567002
7.98449074535614,14.7370428818849,11.7632464991223,9.46743091898727,8.30105187199272,10.255299390117
8.51718605924634,11.6076547230369,13.2487226807615,10.053896226538,8.05078681220374,10.0508927897081
8.54604480584075,13.868714692133,12.3667677269935,11.1780000481078,8.92753130548249,10.2464604952936
8.23048389386471,10.1492962464865,8.11393513550799,7.05804058529722,6.45030894577047,7.08707047132518
10.1935038427004,13.8854101999494,16.2882703416177,12.3891387826115,9.54537587695091,11.378789449458
47.6772635894808,46.5883271129108,52.9181316680906,42.0209148919599,43.4226199434577,34.6590172960434
44.7280967097648,62.1253166358995,46.1320992892041,37.8568865783442,40.5099507049287,37.144989969381
4.95053652948022,5.99010314199777,6.50393952152329,4.35582764932851,4.85768632563813,4.58152209024891
5.47329693095542,6.45927833112594,4.91812360815517,4.92495181981439,5.42583498293442,4.04141977341989
4.17708844774417,4.82046683113595,5.06959482566428,3.03400247011345,4.12905079694306,3.80810985436285
14.8788963604715,17.1697144487905,17.0900783983211,17.9891238198332,15.2212343958687,17.8783875615261
114.931379838666,204.15425883086,204.701829806032,152.24464750153,129.22724037681,132.859995062136
17.0837224693495,22.5694347462456,23.7896169135039,19.7210539477208,12.9526928282215,17.1709181499731
22.7014088032183,35.357617988972,29.5578222310244,26.9553609892868,18.5740024726332,26.236133576974
7.98057176289282,11.9832113995274,11.4525399319021,11.0654415579994,6.9213579119954,8.76830149721851
