"X0","X24","X0.1","X72","X144","X216","X288","X1","X73","X145","X217","X289","X2","X74","X146","X218","X290","X0.2"
0.930310462701723,0.929741052971808,0.930310462701723,0.929630966777404,0.929638977274596,0.929806817367711,0.929686133689546,0.929239419142356,0.92958892195561,0.930252918234288,0.929301620492916,0.930668575589359,0.929111850544943,0.930377423134157,0.930382467257171,0.930233137646852,0.930073228962149,0.930310462701723
0.523223611530512,0.584673975995107,0.523223611530512,0.46857299305991,0.414853015130598,0.44586946340583,0.451554929885666,0.52699211655593,0.445179106401677,0.436035979786175,0.459064138301329,0.437437185733042,0.515977750021038,0.447211512661109,0.407858867918363,0.469315722666862,0.41798007986606,0.523223611530512
0.629607974618248,0.671257867248767,0.629607974618248,0.591791064987224,0.532697128638714,0.565088878731201,0.572124688591422,0.617166868908409,0.60415332426242,0.539373675250838,0.598871678974452,0.583142969208272,0.611409598584661,0.605761368107238,0.549518248680734,0.592769977511766,0.565304615534901,0.629607974618248
0.417852775398434,0.510096598640768,0.417852775398434,0.353698768536744,0.292691450813729,0.403522181549686,0.34946324963614,0.427439249021448,0.38642321775428,0.286506756793972,0.365916779443964,0.341127016900355,0.39546382962043,0.382353528150762,0.317854033116369,0.358400859413801,0.330760899940072,0.417852775398434
0.358766104225109,0.429683661043319,0.358766104225109,0.309083001253737,0.221924374426546,0.284608345808715,0.266078927836231,0.371296691223875,0.261566716791331,0.235659793333739,0.291834257733284,0.256674851295787,0.337782082459551,0.301296379622492,0.227232948106608,0.300364194364846,0.257785658036447,0.358766104225109
0.317020978963547,0.42722904371848,0.317020978963547,0.288179389068076,0.184037310911313,0.264061714433529,0.207342689550998,0.344234428366438,0.260373224190963,0.208711814488775,0.272642050401206,0.233421052263322,0.343779744782811,0.272947007078065,0.2159493403438,0.275858591206652,0.236729799437255,0.317020978963547
0.228758694098597,0.343262849443,0.228758694098597,0.179545948424518,0.145124941210778,0.186588264499246,0.152459217558591,0.221578098883547,0.13829362040428,0.129433998102293,0.182652745004332,0.133809327238512,0.242147815573873,0.181189040505783,0.140551603439297,0.185702130736956,0.175036698678345,0.228758694098597
0.448141895214121,0.529424343656912,0.448141895214121,0.360709334190384,0.311983776952777,0.352698735702547,0.349816260687612,0.450214384250505,0.329920822293885,0.290639135833411,0.376560610400782,0.331001997631296,0.438777811894442,0.347160129229266,0.357091519981261,0.36373425175852,0.327844318031695,0.448141895214121
0.300732815275674,0.41283963685177,0.300732815275674,0.250238986772082,0.234931176335008,0.229732081543076,0.230773360273391,0.364010142054691,0.245109996369171,0.195881342854666,0.282821423299011,0.243029064475321,0.346240535328505,0.271425319009598,0.20624867528008,0.293814029382458,0.213216599613661,0.300732815275674
0.131074518020404,0.248670438284598,0.131074518020404,0.118182962054647,0.088762503377883,0.128293851774647,0.0950271558857781,0.155528966628986,0.117052449651094,0.0801632350071728,0.114473583604998,0.103228010557675,0.161973377172952,0.0998324491487511,0.0853858668888934,0.10557935285703,0.109529840796733,0.131074518020404
